"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1378","관광펜션업","03_11_02_P","4890000","CDFI3261092025000001","2025-02-10","","01","영업/정상","13","영업중","","","","","061-852-8500","","","전라남도 보성군 회천면 전일리 901-4","전라남도 보성군 회천면 남부관광로 1668, 보성바다스토리리조트","59475","보성바다스토리리조트","2025-02-10 16:46:35","I","2025-02-12 00:11:06","","204489.443579204","126825.363440762","관광펜션업","","","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"1379","관광펜션업","03_11_02_P","5370000","CDFI3261092025000001","2025-02-10","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 둔덕면 방하리 286-1","경상남도 거제시 둔덕면 죽전길 83","53280","스테이시루","2025-02-10 16:11:29","I","2025-02-12 00:11:06","","338790.093381195","150499.56624425","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1380","관광펜션업","03_11_02_P","5260000","CDFI3261092025000001","2025-01-15","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 울릉읍 사동리 341","경상북도 울릉군 울릉읍 사동2길 124, 2층","40228","또바기","2025-01-15 19:35:49","I","2025-01-18 01:12:01","","543874.357719672","449718.118858555","관광펜션업","","","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","84.44","","0","","","","","","","0","","","","84",
"1381","관광펜션업","03_11_02_P","4791000","CDFI3261092025000001","2025-01-21","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 부안군 변산면 운산리 530-41","전북특별자치도 부안군 변산면 변산해변로 799-65","56342","풀홀릭리조트펜션","2025-01-21 18:28:17","I","2025-01-23 00:11:25","","156211.424564478","241025.152754672","관광펜션업","","관리지역","4","기타","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","2490.45","","0","","","","","","","0","","","","2490",
"1382","관광펜션업","03_11_02_P","4170000","CDFI3261092025000001","2025-01-15","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 서종면 수능리 196-32","경기도 양평군 서종면 황순원로 379-50","12504","바람에 언덕","2025-01-15 10:38:42","I","2025-01-18 01:12:01","","234443.810831356","453863.980486413","관광펜션업","","주거지역","0","주택가주변","","","단독주택","2","1","0","0","","","0","0","","0","0","","0","137.4","","0","","","","","","","0","","","","137",
"1383","관광펜션업","03_11_02_P","5700000","CDFI3261092010000001","2010-11-30","2016-04-20","04","취소/말소/만료/정지/중지","31","등록취소","","","","","031-884-2512","","469-851","경기도 여주시 북내면 운촌리 602-3번지","경기도 여주시 북내면 신접2길 73-52","","토방","2016-04-22 11:14:25","I","2018-08-31 23:59:59","","261916.839911623","425510.748601661","관광펜션업","","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","152.79","","","","","","","","","150000000","","","","153",
"1384","관광펜션업","03_11_02_P","4620000","CDFI3261092018000001","2018-01-24","2019-09-05","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","충청남도 태안군 남면 신온리 652-264번지","충청남도 태안군 남면 곰섬로 129-81","32158","모켄풀빌라","2019-09-06 13:42:24","U","2019-09-08 02:40:00","","138002.15929873","344933.506804321","관광펜션업","","관리지역","2","","","","숙박시설","2","","","","","","","","","","","","","464.3","","","","","","","","","","","","","464",
"1385","관광펜션업","03_11_02_P","4620000","CDFI3261092013000001","2013-09-17","2013-07-24","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","357-952","충청남도 태안군 남면 원청리","","","아리바다  (arribada)","2015-05-20 15:30:05","I","2018-08-31 23:59:59","","","","관광펜션업","","자연녹지지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","310.88","","","","","","","","","","","","","311",
"1386","관광펜션업","03_11_02_P","4620000","CDFI3261092011000005","2011-10-28","2019-09-06","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","충청남도 태안군 남면 신온리 652-280번지","충청남도 태안군 남면 곰섬로 129-87","32158","모켄리조트","2019-09-06 13:41:42","U","2019-09-08 02:40:00","","138012.374505705","344897.854204446","관광펜션업","","관리지역","3","","","","숙박시설","3","1","","","","","","","","","","","","425.21","","","","","","","","","","","","","425",
"1387","관광펜션업","03_11_02_P","4140000","CDFI3261092010000001","2010-07-21","2020-03-24","04","취소/말소/만료/정지/중지","33","지정취소","","","","","031-833-3322","","","경기도 연천군 왕징면 북삼리 225-7번지","경기도 연천군 왕징면 북삼로20번길 102","11042","클럽 플로라","2020-03-26 09:58:47","U","2020-03-28 02:40:00","","200197.399858241","509360.829381394","관광펜션업","","","2","기타","","","숙박시설","","","","","Club Flora","Tourismt Pension","","","","","","","","931.3","","","","","","","","","","","","","931",
"1388","관광펜션업","03_11_02_P","3400000","CDFI3261092011000001","2011-06-16","2019-01-15","04","취소/말소/만료/정지/중지","33","지정취소","","","","","722-5972","","619-904","부산광역시 기장군 기장읍 대변리 433-3번지","부산광역시 기장군 기장읍 대변로 131","46079","하얀둥지도브","2019-01-15 13:02:44","U","2019-01-17 02:40:00","","402663.274902303","194282.167009719","관광펜션업","","일반주거지역","2","기타","","","단독주택","2","","","","","","","","","","","","","187.38","","","","","","","","","","","","","187",
"1389","관광펜션업","03_11_02_P","4261000","CDFI3261092010000001","2010-01-19","2021-07-27","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","225-834","강원특별자치도 횡성군 둔내면 두원리 404-11","강원특별자치도 횡성군 둔내면 두원1길 20-7","","모던힐관광펜션","2021-11-08 19:55:03","I","2023-06-13 00:00:00","","310208.028815167","444609.020900737","관광펜션업","","일반주거지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","991","","0","","","","","","","800000000","","","","991",
"1390","관광펜션업","03_11_02_P","4261000","CDFI3261092010000002","2010-02-04","2021-07-26","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","225-834","강원특별자치도 횡성군 둔내면 두원리 404-11","강원특별자치도 횡성군 둔내면 두원1길 20-7","","모던힐관광펜션","2021-07-26 13:21:55","I","2023-06-13 00:00:00","","310208.028815167","444609.020900737","관광펜션업","","주거지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","991","","0","","","","","","","800000000","","","","991",
"1391","관광펜션업","03_11_02_P","4261000","CDFI3261092017000001","2017-08-10","2019-01-03","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","강원특별자치도 횡성군 둔내면 삽교리 1149-12","강원특별자치도 횡성군 둔내면 청태산로466번길 57-1","25261","둔내자연휴양림로하스","2019-01-03 13:15:05","I","2023-06-13 00:00:00","","312565.812324208","447011.294642898","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","275000000","","","","0",
"1392","관광펜션업","03_11_02_P","4261000","CDFI3261092017000002","2017-09-17","2018-06-25","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","강원특별자치도 횡성군 둔내면 삽교리 1212","강원특별자치도 횡성군 둔내면 청태산로466번길 17","25261","엔타운","2018-07-02 17:01:07","I","2023-06-13 00:00:00","","312505.344908937","447287.541979298","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","18.9","","0","","","","","","","0","","","","19",
"1393","관광펜션업","03_11_02_P","4281000","CDFI3261092004000001","2004-08-16","2018-04-17","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033-333-2626","","232-923","강원특별자치도 평창군 봉평면 무이리 1143","강원특별자치도 평창군 봉평면 안흥동길 70-44","","관광펜션 레이","2018-05-11 13:19:02","I","2023-06-13 00:00:00","","315376.113896956","455049.214000989","관광펜션업","관광사업","관리지역","2","기타","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","1650","","0","","","","","","","0","","","","1650",
"1394","관광펜션업","03_11_02_P","4281000","CDFI3261092004000002","2004-05-12","2018-05-14","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033-333-6333","","232-804","강원특별자치도 평창군 평창읍 대하리 235-1","강원특별자치도 평창군 평창읍 평창강로 190-8","","가마골 관광펜션","2018-05-14 10:02:04","I","2023-06-13 00:00:00","","318958.089420314","424402.655368629","관광펜션업","관광사업","관리지역","1","기타","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","495","","0","","","","","","","0","","","","495",
"1395","관광펜션업","03_11_02_P","4281000","CDFI3261092004000004","2004-12-07","2019-05-28","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033-336-2231","","232-923","강원특별자치도 평창군 봉평면 흥정리 339-4","강원특별자치도 평창군 봉평면 흥정계곡길 414","","몬티첼로2","2019-05-28 19:33:49","I","2023-06-13 00:00:00","","317394.543168153","461027.680912009","관광펜션업","관광사업","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","933","","0","","","","","","","0","","","","933",
"1396","관광펜션업","03_11_02_P","4281000","CDFI3261092004000005","2004-12-15","2019-05-28","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033-335-7600","","232-923","강원특별자치도 평창군 봉평면 흥정리 339","강원특별자치도 평창군 봉평면 흥정계곡길 414","","몬티첼로 관광펜션","2019-05-28 19:34:20","I","2023-06-13 00:00:00","","317406.061899176","461042.640930456","관광펜션업","관광사업","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","714","","0","","","","","","","0","","","","714",
"1397","관광펜션업","03_11_02_P","4281000","CDFI3261092006000002","2006-02-07","2018-04-17","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033-333-2626","","232-923","강원특별자치도 평창군 봉평면 무이리 1143","강원특별자치도 평창군 봉평면 안흥동길 70-44","","관광펜션 레이","2018-05-11 13:21:38","I","2023-06-13 00:00:00","","315376.113896956","455049.214000989","관광펜션업","관광사업","","2","","","","숙박시설","2","1","0","0","","","0","0","","0","0","","0","1986","","0","","","","","","","0","","","","1986",
"1398","관광펜션업","03_11_02_P","4281000","CDFI3261092010000002","2010-12-21","2018-03-21","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","232-923","강원특별자치도 평창군 봉평면 흥정리 287","","","킴스카바나펜션","2018-03-21 13:07:13","I","2023-06-13 00:00:00","","319105.259738909","459238.724111692","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1399","관광펜션업","03_11_02_P","4271000","CDFI3261092018000001","2018-06-15","2022-09-14","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","강원특별자치도 영월군 김삿갓면 주문리 101","강원특별자치도 영월군 김삿갓면 모운동길 478","26246","하늘아래펜션","2022-09-14 08:27:21","I","2023-06-13 00:00:00","","343647.633493746","405162.677562756","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","742.5","","0","","","","","","","0","","","","743",
"1400","관광펜션업","03_11_02_P","4351000","CDFI3261092004000001","2004-12-14","2019-01-10","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","215-851","강원특별자치도 양양군 강현면 장산리 515","","","초록바다 펜션","2019-01-10 17:14:38","I","2023-06-13 00:00:00","","339128.25870405","516151.299216996","관광펜션업","관광사업","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","626.58","","0","","","","","","","100000000","","","","627",
"1401","관광펜션업","03_11_02_P","4351000","CDFI3261092010000001","2010-06-03","2018-11-27","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","강원특별자치도 양양군 서면 미천리 47-1","강원특별자치도 양양군 서면 미천골길 234","25040","아리스파펜션","2020-01-13 17:53:03","I","2023-06-13 00:00:00","","333488.145578175","494533.041133605","관광펜션업","","","2","기타","","","다가구용 주택(공동주택적용)","2","0","0","0","","","0","0","","0","0","","0","198.2","","0","","","","","","","0","","","","198",
"1402","관광펜션업","03_11_02_P","4960000","CDFI3261092012000001","2012-12-05","2017-10-12","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","525-871","전라남도 함평군 해보면 광암리 393-9번지","전라남도 함평군 해보면 용천사길 115-23","57115","여름나무","2017-11-02 12:58:29","I","2018-08-31 23:59:59","","157626.534733982","186715.672620045","관광펜션업","","관리지역","1","기타","","","근린생활시설","1","0","","","","","","","","","","","","168.95","","","","","","","","","","","","","169",
