관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
안견기념관,안견기념관 내,충청남도,서산시,관광지 정보와 문화관광해설을 제공합니다.,,월+설 연휴+추석 연휴,10:00,17:00,10:00,17:00,1,N,N,N,,041-660-2536,충청남도 서산시 지곡면 안견관길 15-17,충청남도 서산시 지곡면 화천리 291-15,충청남도 서산시청,,36.86403315,126.438546,2025-05-16,4530000,충청남도 서산시
연무대 안내소,"연무대 매점, 국궁터 옆",경기도,수원시,간이 안내소(해설사),문화관광해설안내,1월 1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,2,N,N,N,,031-228-2763,경기도 수원시 팔달구 창룡대로103번길 8,경기도 수원시 팔달구 매향동 3-32,수원문화재단,http://www.swcf.or.kr/,37.28786396,127.0236863,2024-08-06,3740000,경기도 수원시
화서문 안내소,화서문 안 화서사랑채 A동(내성),경기도,수원시,간이 안내소(해설사),문화관광해설안내,1월 1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,2,N,N,N,,031-207-7985,경기도 수원시 팔달구 화서문로 19(장안동),경기도 수원시 팔달구 장안동 322-25,수원문화재단,http://www.swcf.or.kr/,37.28523278,127.0103292,2024-08-06,3740000,경기도 수원시
화홍문 안내소,화홍사랑채 내부,경기도,수원시,간이 안내소(해설사),문화관광해설안내,1월 1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,1,N,N,N,,031-248-3541,경기도 수원시 팔달구 수원천로 377,경기도 수원시 팔달구 북수동 33-2,수원문화재단,http://www.swcf.or.kr/,37.28702396,127.017221,2024-08-06,3740000,경기도 수원시
장안문 안내소,장안문 앞(내성),경기도,수원시,간이 안내소(해설사),문화관광해설안내,1월 1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,2,N,N,N,,031-251-4514,경기도 수원시 장안구 팔달로 238,경기도 수원시 팔달구 장안동 1-1,수원문화재단,http://www.swcf.or.kr/,37.28750518,127.0114707,2024-08-06,3740000,경기도 수원시
서장대 안내소,서장대 매점 및 화장실 옆,경기도,수원시,간이 안내소(해설사),문화관광해설안내,1월 1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,2,N,N,N,,031-228-2764,경기도 수원시 팔달구 팔달산로 108,경기도 수원시 팔달구 고등동 42-139,수원문화재단,http://www.swcf.or.kr/,37.2775342,127.0103879,2024-08-06,3740000,경기도 수원시
행궁안내소,화성행궁 내부,경기도,수원시,간이 안내소(해설사),문화관광해설안내,연중무휴,10:00,17:00,10:00,17:00,3,N,N,N,,031-228-4480,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,수원문화재단,http://www.swcf.or.kr/,37.28188256,127.0143944,2024-08-06,3740000,경기도 수원시
거제도 관광안내소,거제도포로수용소유적공원 관광안내소,경상남도,거제시,"거제도 관광객을 대상으로 관광지운영시간, 교통편, 지역별 숙박장소, 기타 체험장소 안내 등 안내서비스를 제공합니다",무료 와이파이 이용,일요일 및 공휴일,09:00,18:00,09:00,18:00,3,N,N,N,,055-639-4177,경상남도 거제시 계룡로 61,경상남도 거제시 고현동 362,경상남도 거제해양관광개발공사,https://www.gmdc.co.kr/_pow/,34.87637981,128.6253698,2024-11-06,B552833,거제해양관광개발공사
서귀포종합관광안내소,천지연폭포 주차장,제주특별자치도,서귀포시,서귀포시 관광 전반에 관한 안내정보를 제공합니다.,문화관광해설,설날 당일+추석 당일,09:00,18:00,09:00,18:00,4,Y,Y,Y,,064-732-1330,제주특별자치도 서귀포시 남성중로 2-13,제주특별자치도 서귀포시 서홍동 669,제주특별자치도 서귀포시청,,33.24452585,126.5596972,2024-12-01,6520000,제주특별자치도 서귀포시
정방폭포 관광안내소,정방폭포 주차장,제주특별자치도,서귀포시,서귀포시 관광 전반에 관한 안내정보를 제공합니다.,문화관광해설,설날 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,064-732-1393,제주특별자치도 서귀포시 칠십리로214번길 31,제주특별자치도 서귀포시 동홍동 279-7,제주특별자치도 서귀포시청,,33.24481631,126.5738158,2024-12-01,6520000,제주특별자치도 서귀포시
소라의성 관광안내소,구 소라의성 건물,제주특별자치도,서귀포시,서귀포시 관광 전반에 관한 안내정보를 제공합니다.,,설날 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,064-739-1391,제주특별자치도 서귀포시 칠십리로214번길 17-17,제주특별자치도 서귀포시 동홍동 234-8,제주특별자치도 서귀포시청,,33.2451792,126.5769551,2024-12-01,6520000,제주특별자치도 서귀포시
주상절리 관광안내소,주상절리대 방문객센터,제주특별자치도,서귀포시,서귀포시 관광 전반에 관한 안내정보를 제공합니다.,문화관광해설,설날 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,064-738-1393,제주특별자치도 서귀포시 이어도로 36-30,제주특별자치도 서귀포시 중문동 2768-1,제주특별자치도 서귀포시청,,33.23799399,126.4260174,2024-12-01,6520000,제주특별자치도 서귀포시
대구역 관광통역안내소,대구역 광장,대구광역시,북구,대구의 관문인 대구역 광장에 위치해 있으며 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공,,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,N,,053-660-1432,대구광역시 북구 태평로 161,대구광역시 북구 칠성동2가 302-155 (롯데백화점 대구역),한국여행업협회,,35.8758942,128.5960386,2024-12-03,3450000,대구광역시 북구
엑스코 관광안내소,엑스코 전시장 1층,대구광역시,북구,엑스코의 각종 행사에 참석하는 내외국인에게 대구의 관광안내 및 관광정보를 제공,,연중무휴,09:00,10:00,09:00,18:00,2,Y,N,Y,,053-601-5237,대구광역시 북구 엑스코로 10,대구광역시 북구 산격동 1676 (대구전시컨벤션센터),대구광역시,,35.9070695,128.6130836,2024-12-03,3450000,대구광역시 북구
성안길관광안내소,성안길 대현프리몰 10번 출구 앞,충청북도,청주시,성안길 일원 외국인 관광객 쇼핑 통역 지원,,월+설 당일+추석 당일,11:00,19:00,11:00,19:00,1, ,Y,Y,,043-254-1230,충청북도 청주시 상당구 사직대로 380,충청북도 청주시 상당구 북문로1가 220,충청북도 청주시청 관광정책과,,36.636764,127.489612,2022-05-20,5710000,충청북도 청주시
삼척시종합관광안내소,삼척 고속버스터미널 옆,강원특별자치도,삼척시,삼척시 관광 정보 제공,,월10회(평일 중),09:00,18:00,09:00,18:00,1,Y,N,N,,033-575-1330,강원특별자치도 삼척시 중앙로 192,강원특별자치도 삼척시 남양동 334,강원특별자치도 삼척시청,http://www.samcheok.go.kr/tour.web,37.440412,129.167956,2024-07-31,4241000,강원특별자치도 삼척시
장릉종합관광안내소,장릉 입구,강원특별자치도,영월군,영월군 관광객을 대상으로 안내서비스를 제공합니다,,연중무휴,09:00,18:00,09:00,18:00,3,N,N,N,,033-374-4215,강원특별자치도 영월군 영월읍 단종로 190,강원특별자치도 영월군 영월읍 영흥리 1087,강원특별자치도 영월군청,www.ywtour.com,37.19681856,128.4528928,2024-07-29,4271000,강원특별자치도 영월군
체험관광센터,사천문화재단 1층,경상남도,사천시,관광정보 안내와 체험관광프로그램 홍보를 통한 관광객 유치 및 관광객 편의 증진,,연중무휴,09:00,18:00,09:00,18:00,2, , , ,,055-835-1023,경상남도 사천시 사천대로 17(대방동),,경상남도 사천시,,34.93229234,128.0523355,2024-11-19,5340000,경상남도 사천시
순천역관광안내소,순천역 광장,전라남도,순천시,,,연중무휴,09:00,22:00,09:00,22:00,2, , , ,,061-749-3107,전라남도 순천시 팔마로 135(덕암동),전라남도 순천시 덕암동 188-100,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.94587306,127.5030748,2024-11-19,4820000,전라남도 순천시
종합버스터미널 관광안내소,순천종합버스터미널 내,전라남도,순천시,,,연중무휴,09:00,18:00,09:00,18:00,1, , , ,,061-749-3839,전라남도 순천시 장천3길 13(장천동),전라남도 순천시 장천동 18-22,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.94761202,127.491357,2024-11-19,4820000,전라남도 순천시
낙안읍성 관광안내소,낙안읍성 입구,전라남도,순천시,,,연중무휴,10:00,17:00,10:00,17:00,2, , , ,,061-749-8849,전라남도 순천시 낙안면 충민길 30,전라남도 순천시 낙안면 동내리 282-2,전라남도 순천시청,https://www.suncheon.go.kr/nagan/,34.90640107,127.3418227,2024-11-19,4820000,전라남도 순천시
선암사 관광안내소,선암사 입구,전라남도,순천시,,,연중무휴,10:00,17:00,10:00,17:00,2, , , ,,061-753-2955,전라남도 순천시 승주읍 선암사길 450(죽학리),전라남도 순천시 승주읍 죽학리 802,전라남도 순천시청,http://www.seonamsa.net/,34.99618213,127.327356,2024-11-19,4820000,전라남도 순천시
송광사 관광안내소,송광사 입구,전라남도,순천시,,,연중무휴,10:00,17:00,10:00,17:00,2, , , ,,061-755-0107,전라남도 순천시 송광면 송광사안길 100(선평리),전라남도 순천시 송광면 신평리 12,전라남도 순천시청,http://www.songgwangsa.org/,35.00236255,127.2748706,2024-11-19,4820000,전라남도 순천시
드라마촬영장 관광안내소,드라마촬영장,전라남도,순천시,,,연중무휴,09:00,17:00,09:00,17:00,2, , , ,,061-749-4540,전라남도 순천시 비례골길 24(조례동),전라남도 순천시 조례동 22,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.95810919,127.5378026,2024-11-19,4820000,전라남도 순천시
순천만국가정원 서문안내소,순천만국가정원 서문,전라남도,순천시,,,연중무휴,09:00,18:00,09:00,17:00,1, , , ,,061-749-2899,전라남도 순천시 국가정원 1호길 7(오천동),전라남도 순천시 오천동 600,전라남도 순천시청,http://garden.sc.go.kr/,34.92893708,127.4962644,2024-11-19,4820000,전라남도 순천시
순천만국가정원 동문안내소,순천만국가정원 동문,전라남도,순천시,,,연중무휴,09:00,18:00,09:00,17:00,2, , , ,,061-749-2898,전라남도 순천시 국가정원 1호길 162-11(풍덕동),전라남도 순천시 풍덕동 70,전라남도 순천시청,http://garden.sc.go.kr/,34.93023309,127.5106626,2024-11-19,4820000,전라남도 순천시
남파랑쉼터 안내소,남파랑쉼터,전라남도,순천시,,,연중무휴,10:00,17:00,10:00,17:00,1, , , ,,061-749-5809,전라남도 순천시 해룡면 와온길 133,전라남도 순천시 해룡면 상내리 619,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.84587005,127.526021,2024-11-19,4820000,전라남도 순천시
공항관광안내소,양양국제공항 1층,강원특별자치도,양양군,주요 관광지 안내,,연중무휴,09:00,18:00,09:00,18:00,2,N,N,N,,033-670-2560,강원특별자치도 양양군 손양면 공항로 201,강원특별자치도 양양군 손양면 동호리 545,강원특별자치도 양양군청,www.yangyang.go.kr,38.058742,128.662958,2024-11-26,4351000,강원특별자치도 양양군
터미널관광안내소,양양고속ㆍ시외버스 터미널 1층,강원특별자치도,양양군,주요 관광지 안내,,연중무휴,09:00,18:00,09:00,18:00,2,N,N,N,,033-670-2397,강원특별자치도 양양군 양양읍 동해대로 2700,강원특별자치도 양양군 양양읍 송암리 29-8,강원특별자치도 양양군청,www.yangyang.go.kr,38.086233,128.630066,2024-11-26,4351000,강원특별자치도 양양군
축령산 치유의 숲 안내센터,축령산 치유의 숲 관리사무소,전라남도,장성군,"축령산 산행안내, 숲 해설사 신청 등",,연중무휴,09:00,18:00,09:00,18:00,7,Y,N,N,,061-393-1777,,전라남도 장성군 서삼면 모암리 689,산림청,https://jangseong.fowi.or.kr/,35.37435932,126.7605471,2024-11-05,4980000,전라남도 장성군
내장산국립공원 백암사무소,백양사 입구,전라남도,장성군,"백암산 산행안내, 숲 해설사 신청 등",,연중무휴,09:00,18:00,09:00,18:00,10,Y,N,N,,061-392-7288,,전라남도 장성군 북하면 약수리 148-2,내장산국립공원 백암사무소,http://www.baekyangsa.com,35.42921152,126.8795734,2024-11-05,4980000,전라남도 장성군
관광안내소,속리산면 법주사로 223,충청북도,보은군,속리산을 찾는 내/외국인의 관광안내 및 홍보,,1월1일+근로자의날+설날당일+추석당일,09:00,18:00,09:00,18:00,,Y,N,Y,영어+중국어,043-542-3006,충청북도 보은군 속리산면 법주사로 223,충청북도 보은군 속리산면 사내리 348-4,충청북도 보은군청 문화관광과,,36.52861169,127.8196293,2022-11-24,4420000,충청북도 보은군
신촌플레이버스,현대백화점 유플렉스 신촌점입구 옆,서울특별시,서대문구,서대문구 관광안내책자 및 지도 제공,-,매주월요일 설날 추석 근로자의날 각종선거일,11:00,21:00,11:00,21:00,2,Y,N,N,영어,070-4909-9131,서울특별시 서대문구 연세로 5길 11,서울특별시 서대문구 창천동 53-50,서울특별시 서대문구청,http://www.sdm.go.kr/culture/culture/sub4010_6.do,37.5569308430,126.9364124042,2022-10-31,3120000,서울특별시 서대문구
홍천군관광안내소,홍천시외버스터미널 앞,강원특별자치도,홍천군,"관광지, 교통, 숙박, 음식(업소), 쇼핑, 축제 및 행사, 문화 공연 등에 대한 정보 제공합니다.",열린도서관,연중무휴,09:00,18:00,09:00,18:00,2,N,N,N,,033-433-1259,강원특별자치도 홍천군 홍천읍 홍천로 301,,강원특별자치도 홍천군청,https://www.hongcheon.go.kr/tour,37.6890508,127.878881,2023-10-05,4251000,강원특별자치도 홍천군
대장경테마파크관광안내소,대장경테마파크 매표소 옆,경상남도,합천군,"대장경테마파크에 위치한 관광안내소로 대장경(테마파크)에 대한 관광객의 이해와 감상, 체험 기회를 제고하기 위하여 역사, 문화, 예술, 자연 등 관광자원 전반에 대한 전문적인 해설을 제공합니다",,월요일,10:00,17:00,10:00,16:00,2, , , ,,055-931-5494,,경상남도 합천군 가야면 야천리 970,경상남도 합천군청,https://www.hc.go.kr/06575/06580/07710.web,35.7657001,128.136501,2024-02-16,5480000,경상남도 합천군
영상테마파크 관광안내소,영상테마파크 매표소 옆,경상남도,합천군,"영상테마파크에 위치한 관광안내소로 영상테마파크에 대한 관광객의 이해와 감상, 체험 기회를 제고하기 위하여 역사, 문화, 예술, 자연 등 관광자원 전반에 대한 전문적인 해설을 제공합니다",,월요일,10:00,17:00,10:00,16:00,2, , , ,,055-930-4651,경상남도 합천군 용주면 합천호수로 757,,경상남도 합천군청,https://www.hc.go.kr/06575/06580/07710.web,35.5484071,128.072898,2024-02-16,5480000,경상남도 합천군
합천박물관 관광안내소,박물관 중앙광장 분수대 옆,경상남도,합천군,"합천박물관에 위치한 관광안내소로 합천박물관에 대한 관광객의 이해와 감상, 체험 기회를 제고하기 위하여 역사, 문화, 예술, 자연 등 관광자원 전반에 대한 전문적인 해설을 제공합니다",,월요일,10:00,17:00,10:00,16:00,1, , , ,,055-930-4888,경상남도 합천군 쌍책면 황강옥전로 1558,,경상남도 합천군청,https://www.hc.go.kr/06575/06580/07710.web,35.5804227,128.282942,2024-02-16,5480000,경상남도 합천군
